origination_year,loan_age_months,credit_tier,fico_score,vantage_score,payment_history_score,credit_history_length_years,num_open_tradelines,num_hard_inquiries_6mo,num_derog_marks,num_collections,bankruptcy_history,prev_auto_loan_delinquency_count,months_since_last_delinquency,annual_income,monthly_income,employment_type,employment_length_years,num_income_sources,loan_amount,loan_term_months,interest_rate_pct,monthly_payment,down_payment_amount,down_payment_pct,current_balance,vehicle_type,vehicle_condition,vehicle_age_at_origination,vehicle_mileage_at_origination,vehicle_value_at_origination,current_vehicle_value,ltv_ratio_origination,current_ltv_ratio,is_underwater,dti_ratio,total_dti_ratio,payment_to_income_ratio,loan_burden_score,times_30_dpd_last_12mo,times_60_dpd_last_12mo,times_90_dpd_ever,max_days_past_due_ever,consecutive_on_time_payments,payment_ratio_actual_vs_required,lender_type,loan_channel,dealer_markup_rate,has_gap_insurance,has_payment_protection,insurance_lapse_indicator,state,state_unemployment_rate,regional_used_car_price_index,origination_rate_environment,is_delinquent_30dpd,is_delinquent
2016,103,Super Prime,786,781,83.7,5,5,1,0,1,1,0,,229786,19148.83,Full-time Salaried,20,3,8756,24,2.99,376.3,437,0.05,5231.88,Sedan,Used,11,144496,8743,8743,1.001,0.598,0,0.02,0.055,0.02,35.72,0,0,0,0,34,1.107,Captive (OEM),Direct,0.0,1,0,1,SC,7.5,95.5,5.52,0,0
2016,98,Subprime,590,569,65.8,10,15,3,4,0,0,0,,43929,3660.75,Full-time Salaried,4,1,16748,84,16.38,336.28,1752,0.1,5501.22,Truck,Used,6,53226,17524,12517,0.956,0.439,0,0.092,0.223,0.092,42.62,0,1,2,15,9,1.182,Bank,Direct,0.0,0,0,1,NC,7.9,89.8,6.51,1,1
2018,79,Subprime,586,566,56.2,20,16,1,2,0,1,0,,35249,2937.42,Self-employed,13,1,8359,84,12.98,151.98,701,0.08,6693.39,Sedan,Used,10,121820,8774,8774,0.953,0.763,0,0.052,0.168,0.052,43.81,3,0,1,0,6,0.786,Credit Union,Dealer,1.45,1,0,0,IN,5.4,114.1,7.42,1,1
2021,46,Super Prime,799,795,86.4,4,3,0,2,1,0,0,,141773,11814.42,Retired,0,1,19598,72,7.19,335.92,7400,0.29,7197.74,Electric,Used,3,35418,25519,12759,0.768,0.564,0,0.028,0.062,0.028,28.24,4,0,1,30,9,0.862,Captive (OEM),Direct,0.0,1,1,0,PA,3.3,116.5,8.05,1,1
2020,53,Subprime,611,635,89.5,2,9,1,0,0,0,0,,39371,3280.92,Contract/Gig,0,1,6961,36,13.46,236.09,1869,0.21,5064.3,Coupe,Used,8,119224,8900,8900,0.782,0.569,0,0.072,0.164,0.072,29.49,1,1,2,30,8,0.871,Non-Captive Finance Co.,Direct,0.0,1,1,0,NY,7.1,116.6,3.26,0,0
2023,17,Prime,711,685,64.4,2,6,2,3,0,0,1,27.0,80118,6676.5,Full-time Salaried,1,3,27691,72,1.9,407.24,7338,0.22,23830.41,SUV,Used,4,58488,33358,24323,0.83,0.98,0,0.061,0.171,0.061,38.02,0,0,0,0,9,1.012,Non-Captive Finance Co.,Online,0.0,0,0,0,SC,5.8,113.5,4.28,0,0
2018,84,Near Prime,644,647,79.0,15,9,2,2,0,0,2,12.0,69333,5777.75,Part-time,0,1,5584,60,11.03,121.49,760,0.12,3821.42,SUV,Used,12,105468,6341,6341,0.881,0.603,0,0.021,0.045,0.021,33.57,0,0,2,0,4,1.134,Captive (OEM),Dealer,1.32,1,0,0,CA,3.9,111.3,3.36,0,0
2024,12,Super Prime,842,837,65.4,15,1,0,4,0,0,0,,104691,8724.25,Full-time Hourly,4,1,5290,36,6.37,161.82,747,0.13,2765.52,Sedan,Used,9,93186,5748,5748,0.92,0.481,0,0.019,0.035,0.019,38.74,3,0,0,0,12,0.721,Fintech,Dealer,1.11,0,0,0,CA,3.1,125.9,7.88,0,0
2015,115,Subprime,606,617,87.6,4,18,0,1,1,0,1,71.0,42316,3526.33,Part-time,8,2,9141,48,9.63,230.22,3600,0.29,8100.42,SUV,Used,5,50270,12414,7093,0.736,1.142,1,0.065,0.11,0.065,28.4,0,3,0,30,0,1.104,Credit Union,Dealer,1.12,0,0,1,FL,4.3,113.3,8.02,0,0
2024,9,Subprime,610,605,100.0,10,14,0,0,0,0,2,53.0,36107,3008.92,Full-time Hourly,12,2,8908,36,11.32,292.99,872,0.09,4134.77,Truck,Used,9,100800,9694,9694,0.919,0.427,0,0.097,0.304,0.097,31.45,1,0,3,30,8,1.027,Non-Captive Finance Co.,Online,0.0,1,1,0,AZ,4.9,92.4,5.52,1,1
2024,7,Near Prime,649,668,99.2,0,10,0,0,0,0,2,30.0,54824,4568.67,Full-time Salaried,2,1,27637,48,4.66,632.21,1706,0.06,16784.07,SUV,New,0,0,28449,28449,0.971,0.59,0,0.138,0.294,0.138,34.89,1,0,1,30,2,0.932,Bank,Dealer,2.47,0,1,0,IL,3.5,123.7,3.16,0,0
2019,64,Prime,661,633,89.6,20,4,0,1,0,0,0,,58230,4852.5,Retired,0,2,8676,60,8.07,176.21,681,0.07,7305.97,SUV,Used,9,97128,9730,9730,0.892,0.751,0,0.036,0.075,0.036,31.32,2,0,0,30,28,0.837,Non-Captive Finance Co.,Dealer,1.54,0,0,0,IN,4.6,103.8,7.65,0,0
2022,28,Super Prime,777,804,95.2,7,7,1,0,0,0,0,,194732,16227.67,Self-employed,13,1,11998,60,1.9,209.77,110,0.01,8831.69,Truck,Used,11,135157,11053,11053,1.085,0.799,0,0.013,0.025,0.013,34.51,2,0,1,15,3,1.065,Captive (OEM),Dealer,2.08,0,0,0,FL,8.2,129.9,7.39,1,1
2021,38,Super Prime,778,765,77.2,20,17,1,3,0,0,0,,224859,18738.25,Full-time Hourly,7,1,13749,72,2.67,206.87,1014,0.07,6748.41,Truck,Used,6,56784,14496,10354,0.948,0.652,0,0.011,0.032,0.011,35.72,0,1,0,60,36,0.751,Fintech,Direct,0.0,0,0,0,CA,4.8,109.9,6.44,0,0
2023,19,Prime,709,707,80.8,5,8,0,3,0,0,0,,85772,7147.67,Part-time,0,2,13097,72,13.01,262.98,416,0.03,9974.29,Truck,Used,5,43415,13877,9714,0.944,1.027,1,0.037,0.056,0.037,35.56,0,0,0,60,19,0.71,Bank,Dealer,0.16,0,0,0,MN,7.8,112.4,7.23,0,0
2016,99,Super Prime,838,814,82.7,2,13,2,1,0,0,0,,203955,16996.25,Full-time Salaried,9,1,46682,84,4.15,641.32,4769,0.09,17302.3,Truck,Used,2,29562,52995,13946,0.881,1.241,1,0.038,0.099,0.038,33.14,0,2,0,0,20,1.09,Bank,Dealer,1.54,1,0,1,IN,6.9,123.7,8.47,0,0
2018,75,Super Prime,793,815,75.6,4,17,4,2,1,0,1,6.0,191962,15996.83,Full-time Hourly,3,3,72035,72,10.13,1339.24,2993,0.04,47682.43,SUV,New,0,0,74840,16464,0.963,2.896,1,0.084,0.238,0.084,39.57,0,0,0,0,19,1.133,Bank,Direct,0.0,0,0,0,NC,7.1,126.7,7.57,0,0
2015,116,Super Prime,792,764,94.5,16,4,1,0,0,0,0,,270346,22528.83,Retired,0,1,11381,36,2.03,326.13,4428,0.29,8034.35,Luxury,Used,11,157289,15270,15270,0.745,0.526,0,0.014,0.037,0.014,24.56,4,0,0,0,14,0.768,Captive (OEM),Direct,0.0,0,0,0,CA,6.2,86.9,5.48,0,0
2021,40,Prime,688,680,98.9,14,14,1,0,0,0,0,,79077,6589.75,Full-time Hourly,2,1,100000,36,6.67,3072.64,13327,0.12,45523.79,Luxury,New,0,0,111065,51089,0.9,0.891,0,0.466,0.99,0.466,45.97,0,2,0,0,26,1.0,Fintech,Dealer,1.13,0,0,0,IL,5.7,112.6,7.32,0,0
2022,28,Prime,685,664,76.4,2,15,0,3,0,0,3,43.0,60516,5043.0,Full-time Salaried,1,3,9515,72,6.94,161.95,3062,0.25,5353.09,Electric,Used,7,103719,12251,12251,0.777,0.437,0,0.032,0.073,0.032,31.67,0,1,0,0,25,0.835,Captive (OEM),Dealer,1.8,1,1,0,CA,3.0,130.9,4.91,1,1
2016,108,Deep Subprime,404,429,98.4,6,7,2,0,0,0,1,49.0,36411,3034.25,Full-time Salaried,3,1,29820,48,22.0,939.51,1822,0.06,25527.85,Truck,New,0,0,30375,6075,0.982,4.202,1,0.31,0.586,0.31,42.34,0,0,0,0,33,0.862,Bank,Direct,0.0,0,1,0,CA,7.4,126.6,6.84,0,0
2020,51,Super Prime,841,828,100.0,13,17,0,1,0,0,3,51.0,114693,9557.75,Retired,0,3,6428,24,6.26,285.65,63,0.01,3842.93,Sedan,Certified Pre-Owned,9,106587,6334,6334,1.015,0.607,0,0.03,0.102,0.03,31.65,0,0,1,0,26,0.898,Bank,Dealer,1.66,0,0,0,TX,5.3,87.4,4.55,0,0
2015,118,Prime,705,720,54.5,3,4,4,4,0,0,0,,75470,6289.17,Full-time Hourly,2,1,11365,48,7.16,272.99,2445,0.18,5142.87,SUV,Used,8,97056,13585,13585,0.837,0.379,0,0.043,0.12,0.043,40.48,1,0,0,90,15,0.904,Non-Captive Finance Co.,Direct,0.0,0,0,0,AZ,6.7,97.0,4.65,1,1
2015,117,Subprime,612,596,93.9,11,3,1,1,0,0,0,,44476,3706.33,Full-time Hourly,6,1,26120,36,15.02,905.71,10621,0.29,18987.03,SUV,Used,1,8277,36625,8419,0.713,2.255,1,0.244,0.375,0.244,32.98,2,0,1,0,23,0.889,Credit Union,Online,0.0,0,0,0,FL,6.9,92.0,3.27,0,0
2022,31,Near Prime,649,626,84.6,6,12,1,1,2,0,2,42.0,50436,4203.0,Full-time Hourly,6,3,17359,48,5.24,401.66,3780,0.18,14788.09,Van,Used,2,19298,21000,12833,0.827,1.152,1,0.096,0.285,0.096,33.27,1,0,0,120,12,0.924,Non-Captive Finance Co.,Dealer,2.24,0,0,1,CA,7.5,104.6,6.97,1,1
2022,26,Prime,689,708,72.3,6,16,0,2,0,1,1,59.0,84969,7080.75,Retired,0,1,24440,60,1.9,427.31,4339,0.15,10223.86,SUV,Certified Pre-Owned,4,50096,28932,13260,0.845,0.771,0,0.06,0.173,0.06,36.06,1,1,1,30,22,0.711,Captive (OEM),Dealer,2.28,0,1,0,PA,3.4,87.6,3.09,1,1
2019,66,Prime,682,678,92.7,12,9,4,0,0,0,0,,65478,5456.5,Full-time Hourly,1,1,24275,60,2.98,435.97,4383,0.15,21080.4,Sedan,Used,2,17546,29226,8350,0.831,2.525,1,0.08,0.147,0.08,30.32,1,0,0,60,34,0.732,Bank,Online,0.0,1,0,0,SC,4.0,102.3,4.52,0,0
2016,107,Deep Subprime,472,453,100.0,4,3,1,0,0,0,0,,27234,2269.5,Full-time Salaried,9,2,12637,48,24.87,418.09,4339,0.26,10651.69,Luxury,Used,5,49850,16690,16690,0.757,0.638,0,0.184,0.603,0.184,30.07,1,0,0,0,34,0.752,Captive (OEM),Online,0.0,1,0,0,NY,5.9,123.5,7.58,0,0
2024,9,Super Prime,845,850,79.8,2,5,1,0,0,1,0,,248313,20692.75,Full-time Salaried,4,1,7959,72,1.9,117.05,392,0.05,6486.31,Sedan,Used,8,71040,7849,7849,1.014,0.826,0,0.006,0.017,0.006,36.72,2,0,0,0,9,0.741,Credit Union,Dealer,0.44,0,0,0,OH,4.0,110.3,6.41,1,1
2024,3,Super Prime,748,729,76.5,10,5,0,3,0,0,0,,247853,20654.42,Full-time Hourly,3,1,64966,72,6.28,1085.28,6763,0.1,23499.7,Truck,New,0,0,67634,67634,0.961,0.347,0,0.053,0.162,0.053,38.0,1,0,0,30,3,0.833,Non-Captive Finance Co.,Dealer,1.79,0,0,0,MI,5.7,123.1,7.72,1,1
2022,35,Prime,670,671,89.7,4,1,0,3,0,0,1,23.0,106646,8887.17,Full-time Salaried,3,2,6120,72,9.85,112.92,1276,0.17,3261.86,Sedan,Used,7,100534,7509,7509,0.815,0.434,0,0.013,0.035,0.013,28.06,0,0,2,30,27,0.88,Bank,Direct,0.0,1,0,0,FL,7.1,126.9,7.02,0,0
2020,60,Prime,683,694,97.3,12,9,0,0,1,0,0,,89369,7447.42,Full-time Salaried,2,1,15520,60,11.34,340.08,6297,0.28,9439.74,Coupe,New,0,0,22490,4498,0.69,2.099,1,0.046,0.142,0.046,23.35,0,0,0,0,17,0.75,Fintech,Direct,0.0,0,1,0,OH,8.4,118.1,4.84,0,0
2023,18,Subprime,590,614,100.0,5,17,0,0,0,0,0,,38996,3249.67,Full-time Salaried,7,2,6500,72,12.44,128.57,1482,0.2,5301.43,Sedan,Certified Pre-Owned,8,98368,7410,7410,0.877,0.715,0,0.04,0.112,0.04,27.91,2,0,0,15,1,0.859,Bank,Dealer,0.5,1,1,0,NC,5.6,123.2,8.12,0,0
2023,18,Near Prime,629,634,99.9,3,1,0,0,0,0,0,,42303,3525.25,Full-time Hourly,10,2,5000,60,10.56,107.62,1487,0.26,4703.75,SUV,Used,7,96397,5723,5723,0.874,0.822,0,0.031,0.076,0.031,27.49,0,2,0,0,18,1.075,Credit Union,Online,0.0,0,0,0,CA,5.1,130.7,5.35,0,0
2017,92,Near Prime,639,639,84.6,4,2,0,2,0,0,1,23.0,67829,5652.42,Full-time Hourly,23,1,13475,72,13.42,273.49,3239,0.2,5128.41,Sedan,Used,4,59364,16199,8099,0.832,0.633,0,0.048,0.094,0.048,31.5,0,2,0,0,33,0.88,Non-Captive Finance Co.,Direct,0.0,1,1,1,CO,8.1,129.1,7.32,0,0
2023,21,Super Prime,761,749,100.0,7,13,0,0,0,0,0,,207384,17282.0,Full-time Salaried,9,3,5546,48,1.9,120.08,1072,0.16,4735.23,Sedan,Used,7,88564,6700,6700,0.828,0.707,0,0.007,0.02,0.007,25.12,0,0,0,0,3,1.001,Credit Union,Dealer,0.15,0,1,0,AZ,8.5,108.1,3.69,0,0
2023,14,Near Prime,649,644,97.5,12,5,0,0,0,0,1,62.0,55778,4648.17,Full-time Salaried,2,1,13737,36,9.5,440.04,4102,0.23,4806.65,Coupe,Used,3,33123,17837,12348,0.77,0.389,0,0.095,0.16,0.095,27.65,0,0,0,60,0,1.04,Captive (OEM),Online,0.0,0,0,0,CA,5.9,110.8,3.9,0,0
2022,31,Near Prime,623,607,75.8,0,4,4,0,1,0,0,,60111,5009.25,Full-time Salaried,6,1,20781,72,10.98,395.33,7545,0.26,8218.7,Sedan,Certified Pre-Owned,1,14335,29023,18779,0.716,0.438,0,0.079,0.269,0.079,31.9,1,2,0,60,19,0.881,Bank,Direct,0.0,1,0,0,PA,2.8,98.1,7.19,0,0
2017,92,Subprime,617,621,100.0,0,8,1,0,0,0,0,,34391,2865.92,Unemployed,0,1,39028,36,15.26,1357.89,2115,0.05,23875.18,Sedan,New,0,0,42301,8460,0.923,2.822,1,0.474,0.99,0.474,46.65,2,2,0,15,30,1.132,Captive (OEM),Online,0.0,0,0,0,MO,6.1,102.6,8.16,1,1
2021,48,Near Prime,644,664,100.0,8,9,0,0,0,0,0,,64391,5365.92,Unemployed,0,2,11613,48,13.55,314.73,0,0.0,5077.87,Truck,Used,12,135492,11752,11752,0.988,0.432,0,0.059,0.199,0.059,32.0,0,0,0,120,16,0.73,Credit Union,Dealer,1.1,1,0,0,AZ,3.2,123.5,7.08,0,0
2023,14,Prime,670,674,89.6,29,10,2,1,0,0,0,,79585,6632.08,Full-time Salaried,1,1,7506,60,10.53,161.44,759,0.09,3291.09,Sedan,Used,4,47548,8442,5276,0.889,0.624,0,0.024,0.048,0.024,30.75,0,0,0,90,6,1.103,Credit Union,Dealer,0.87,1,1,0,MN,3.9,126.9,6.51,1,1
2017,90,Subprime,599,600,81.0,11,7,0,0,3,0,0,,35293,2941.08,Full-time Salaried,4,1,7161,72,10.99,136.27,2594,0.26,2869.49,Electric,Used,5,74010,9979,9979,0.718,0.288,0,0.046,0.122,0.046,29.08,0,0,0,15,5,0.91,Non-Captive Finance Co.,Online,0.0,0,1,0,FL,3.8,134.5,3.21,1,1
2015,117,Subprime,597,585,94.4,12,1,0,1,0,0,1,7.0,43159,3596.58,Full-time Salaried,10,2,9961,60,19.56,261.47,3219,0.26,8408.37,Truck,Certified Pre-Owned,9,73485,12383,12383,0.804,0.679,0,0.073,0.23,0.073,28.72,2,0,0,15,33,0.855,Credit Union,Dealer,0.99,1,1,0,MI,7.0,93.9,4.37,0,0
2022,28,Near Prime,657,663,87.6,10,14,0,0,0,0,0,,55815,4651.25,Full-time Salaried,2,3,43922,84,14.69,839.93,3025,0.07,27942.4,Coupe,New,0,0,43220,29389,1.016,0.951,0,0.181,0.383,0.181,41.44,0,1,3,0,27,0.951,Credit Union,Dealer,2.38,0,0,1,TN,7.1,105.9,3.84,0,0
2022,28,Near Prime,630,623,87.2,6,11,1,1,0,0,0,,40509,3375.75,Self-employed,4,1,48288,36,12.96,1626.08,15871,0.26,29262.99,SUV,New,0,0,61044,45172,0.791,0.648,0,0.482,0.99,0.482,46.85,1,0,0,60,15,0.847,Credit Union,Dealer,0.1,0,1,1,TX,7.7,95.4,5.1,1,1
2022,30,Deep Subprime,469,481,100.0,18,11,0,0,0,0,0,,33327,2777.25,Full-time Salaried,3,2,37351,48,22.39,1184.71,2732,0.07,27285.49,Van,Used,1,14560,39030,26322,0.957,1.037,1,0.427,0.99,0.427,45.79,1,0,1,90,23,0.785,Bank,Online,0.0,1,1,0,TX,4.2,121.4,6.04,1,1
2016,106,Super Prime,776,763,75.6,16,10,0,2,1,0,2,32.0,88278,7356.5,Full-time Hourly,3,1,7487,60,3.66,136.74,2716,0.27,3087.63,Van,Used,5,70810,10061,6707,0.744,0.46,0,0.019,0.053,0.019,30.4,0,0,1,0,34,1.038,Credit Union,Dealer,1.0,0,0,0,IL,4.1,107.1,7.03,0,0
2019,72,Subprime,612,639,85.6,7,4,3,0,1,0,3,52.0,31339,2611.58,Self-employed,7,2,10392,48,11.95,273.41,3467,0.26,5026.26,SUV,Certified Pre-Owned,10,149890,13337,13337,0.779,0.377,0,0.105,0.171,0.105,31.89,3,0,0,0,17,0.831,Credit Union,Dealer,1.34,0,0,0,CA,7.1,94.3,3.41,1,1
2019,64,Super Prime,749,770,100.0,14,3,0,0,0,0,0,,126339,10528.25,Full-time Salaried,6,1,5077,60,1.9,88.77,1808,0.26,3734.9,Sedan,Used,8,72112,6957,6957,0.73,0.537,0,0.008,0.015,0.008,22.22,1,0,2,90,17,1.118,Captive (OEM),Direct,0.0,0,0,0,MI,6.4,133.4,3.05,0,0
2019,61,Prime,701,708,84.6,6,12,1,0,2,0,3,21.0,65516,5459.67,Full-time Salaried,4,1,6477,84,6.29,95.52,209,0.03,1988.41,Truck,Used,9,133524,6974,6974,0.929,0.285,0,0.017,0.03,0.017,33.17,2,0,3,0,32,0.798,Non-Captive Finance Co.,Dealer,2.49,1,0,0,TX,8.1,87.1,3.93,1,1
2022,36,Super Prime,832,837,68.9,7,15,2,3,0,0,0,,282502,23541.83,Retired,0,1,28000,72,3.3,429.19,2979,0.1,16582.2,Sedan,New,0,0,29797,16388,0.94,1.012,1,0.018,0.035,0.018,38.25,0,2,0,30,35,1.116,Fintech,Dealer,2.45,1,0,0,NC,4.8,98.1,8.36,0,0
2016,99,Deep Subprime,510,520,74.7,11,14,0,3,1,0,0,,20527,1710.58,Full-time Salaried,2,1,37143,72,23.6,968.86,6747,0.16,24588.85,Sedan,New,0,0,42169,8433,0.881,2.916,1,0.566,0.99,0.566,56.66,0,0,0,30,6,0.771,Captive (OEM),Dealer,1.87,0,0,1,MD,6.1,102.2,6.97,0,0
2022,30,Near Prime,644,642,97.9,3,14,1,0,0,0,0,,63862,5321.83,Self-employed,6,3,7614,60,11.01,165.58,160,0.02,6379.11,Coupe,Used,5,67845,8021,8021,0.949,0.795,0,0.031,0.108,0.031,30.34,1,0,0,0,12,0.826,Credit Union,Dealer,1.33,1,1,0,CA,4.1,130.5,4.23,0,0
2015,112,Prime,664,636,79.6,10,15,4,1,0,0,0,,69403,5783.58,Full-time Salaried,4,1,11210,72,7.63,194.53,1964,0.15,7258.74,SUV,Used,7,93422,13095,13095,0.856,0.554,0,0.034,0.084,0.034,33.16,0,0,2,0,18,0.812,Captive (OEM),Dealer,1.64,0,1,1,PA,6.9,129.1,5.66,0,0
2017,92,Super Prime,797,791,67.2,17,9,1,5,0,0,0,,174804,14567.0,Full-time Salaried,8,3,27609,60,4.25,511.58,2388,0.08,12751.04,Van,New,0,0,29855,5971,0.925,2.135,1,0.035,0.07,0.035,38.99,0,1,0,0,20,0.788,Credit Union,Dealer,1.1,1,0,0,TX,5.6,115.1,5.98,0,0
2023,23,Prime,679,665,69.1,16,4,5,2,0,0,0,,103165,8597.08,Full-time Salaried,5,1,20481,84,8.27,321.98,1758,0.08,13210.68,Van,Used,4,48156,21981,14987,0.932,0.881,0,0.037,0.102,0.037,38.71,0,0,0,0,16,0.852,Bank,Direct,0.0,1,1,1,NY,5.1,100.6,4.85,1,1
2016,107,Near Prime,634,625,83.1,14,1,0,3,0,0,0,,45489,3790.75,Self-employed,1,2,53083,72,6.38,889.29,7991,0.14,46028.11,SUV,New,0,0,57079,11415,0.93,4.032,1,0.235,0.721,0.235,42.37,3,0,0,0,32,0.958,Captive (OEM),Dealer,2.16,0,0,1,NY,3.0,109.1,5.69,0,0
2024,3,Subprime,600,622,100.0,17,12,0,0,0,0,0,,29336,2444.67,Full-time Salaried,7,1,25109,60,14.47,590.38,4930,0.17,21475.0,SUV,Used,2,24120,29003,29003,0.866,0.74,0,0.241,0.547,0.241,35.62,0,0,0,0,2,0.947,Credit Union,Direct,0.0,1,0,1,AZ,5.6,99.7,8.31,0,0
2017,89,Deep Subprime,438,428,92.5,17,6,0,0,1,0,0,,25920,2160.0,Self-employed,1,1,5000,84,15.16,96.93,1527,0.25,1609.2,Sedan,Certified Pre-Owned,9,114489,6111,6111,0.818,0.263,0,0.045,0.075,0.045,28.59,0,0,0,0,35,1.074,Captive (OEM),Dealer,1.37,0,1,0,TX,5.2,123.7,4.43,0,0
2022,34,Prime,669,684,86.3,1,4,3,1,0,0,1,41.0,95395,7949.58,Contract/Gig,0,2,5000,72,4.34,79.0,912,0.16,2661.63,Sedan,Used,6,67866,5704,5704,0.877,0.467,0,0.01,0.028,0.01,30.82,0,0,1,90,0,1.182,Non-Captive Finance Co.,Dealer,2.39,0,0,0,MN,8.2,99.7,8.34,0,0
2020,54,Deep Subprime,447,452,90.2,15,3,0,1,1,0,1,68.0,33484,2790.33,Self-employed,3,1,8175,36,20.31,305.11,830,0.09,6128.57,Van,Certified Pre-Owned,6,65256,9229,9229,0.886,0.664,0,0.109,0.289,0.109,33.88,0,2,0,90,10,0.719,Credit Union,Dealer,0.44,0,0,0,IL,5.5,108.7,6.1,1,1
2019,72,Near Prime,623,616,75.0,8,8,2,1,3,0,0,,67667,5638.92,Unemployed,0,3,13365,72,9.34,243.17,5792,0.3,11669.64,Truck,Used,5,42305,19309,9654,0.692,1.209,1,0.043,0.129,0.043,29.98,0,0,1,0,35,0.888,Captive (OEM),Dealer,1.1,0,0,0,TN,7.2,95.3,8.21,0,0
2023,19,Prime,676,655,94.9,11,11,0,1,0,0,0,,95759,7979.92,Contract/Gig,1,1,8300,60,6.74,163.33,2648,0.24,5525.38,SUV,Used,6,74928,11037,10034,0.752,0.551,0,0.02,0.051,0.02,24.89,0,0,0,15,5,0.837,Credit Union,Dealer,2.09,0,0,0,IN,7.4,104.0,7.37,0,0
2017,95,Super Prime,834,820,88.0,15,9,5,0,0,0,0,,115205,9600.42,Full-time Hourly,3,1,10751,48,4.37,244.53,409,0.04,4085.14,Truck,Used,9,75726,10245,10245,1.049,0.399,0,0.025,0.07,0.025,36.07,0,2,0,120,27,1.107,Bank,Dealer,1.65,0,1,0,WA,4.0,102.0,3.96,0,0
2023,16,Super Prime,829,807,100.0,22,17,1,0,0,0,2,43.0,102451,8537.58,Full-time Salaried,2,1,28609,72,1.9,420.74,7468,0.22,9914.42,Van,Used,2,27898,33948,27347,0.843,0.363,0,0.049,0.121,0.049,27.25,1,0,0,0,14,0.715,Non-Captive Finance Co.,Direct,0.0,0,1,0,WI,8.5,90.8,6.64,0,0
2018,81,Deep Subprime,476,498,84.9,12,1,4,1,0,0,1,29.0,37283,3106.92,Full-time Salaried,8,2,5000,60,15.81,121.09,1163,0.2,3702.65,Sedan,Used,12,120660,5818,5818,0.859,0.636,0,0.039,0.099,0.039,31.86,4,3,0,15,16,0.801,Credit Union,Dealer,0.43,1,0,0,NC,3.6,124.1,5.97,0,0
2022,36,Super Prime,826,845,94.8,13,2,0,1,0,0,1,32.0,245476,20456.33,Full-time Salaried,10,1,5000,36,2.77,144.9,1770,0.29,2548.97,Sedan,Used,11,99737,6105,6105,0.819,0.418,0,0.007,0.022,0.007,26.41,0,0,0,120,15,0.857,Bank,Dealer,1.97,1,0,0,FL,3.0,129.6,5.47,0,0
2022,33,Subprime,606,625,98.7,5,9,2,0,0,0,3,33.0,35872,2989.33,Full-time Hourly,5,2,10605,72,10.9,201.31,4467,0.3,7030.2,Sedan,Used,2,25896,14891,8509,0.712,0.826,0,0.067,0.114,0.067,24.43,0,1,1,30,0,1.029,Bank,Online,0.0,1,1,0,WA,5.0,110.1,3.84,1,1
2019,71,Super Prime,752,775,69.5,8,17,2,2,1,0,1,51.0,230970,19247.5,Full-time Hourly,3,1,8867,36,2.23,254.87,1372,0.14,2959.64,SUV,Certified Pre-Owned,9,125541,9804,9804,0.904,0.302,0,0.013,0.025,0.013,36.79,2,0,1,60,10,0.724,Captive (OEM),Dealer,1.13,1,0,0,MI,3.1,120.9,5.79,0,0
2022,36,Prime,671,693,61.9,11,18,0,2,0,1,0,,77120,6426.67,Full-time Salaried,6,1,19437,60,5.55,371.72,6899,0.26,6860.56,Luxury,Used,5,61400,26535,26535,0.733,0.259,0,0.058,0.117,0.058,35.74,0,0,2,0,4,1.128,Credit Union,Dealer,0.44,1,1,0,NY,6.5,116.6,4.37,1,1
2016,102,Near Prime,627,605,98.0,0,3,0,0,0,0,0,,67593,5632.75,Full-time Salaried,5,2,40884,72,12.02,799.72,12373,0.23,34877.68,Coupe,New,0,0,53797,10759,0.76,3.242,1,0.142,0.351,0.142,29.08,2,0,0,0,29,1.135,Fintech,Dealer,1.25,0,1,0,MD,4.1,109.8,7.6,0,0
2017,91,Near Prime,648,630,86.9,0,13,1,1,0,0,0,,44800,3733.33,Full-time Salaried,2,1,19726,60,11.88,437.6,6467,0.24,15608.92,Sedan,New,0,0,26946,5389,0.732,2.896,1,0.117,0.391,0.117,30.57,1,0,1,60,36,0.776,Bank,Direct,0.0,1,0,0,GA,5.3,117.1,6.25,0,0
2020,56,Prime,714,740,73.7,7,11,2,0,0,1,0,,87500,7291.67,Full-time Salaried,2,1,15233,48,10.1,387.08,1246,0.08,7259.91,Electric,Certified Pre-Owned,6,85902,15585,15585,0.977,0.466,0,0.053,0.123,0.053,39.32,0,0,0,0,36,0.783,Credit Union,Dealer,1.9,0,0,1,CA,3.2,127.4,3.49,0,0
2020,52,Prime,673,667,81.9,3,14,1,2,0,0,1,55.0,62445,5203.75,Self-employed,3,1,26528,60,12.35,594.8,1921,0.07,11627.6,Electric,Used,3,25641,27453,13726,0.966,0.847,0,0.114,0.201,0.114,38.97,0,0,0,0,13,0.77,Credit Union,Dealer,2.4,1,0,0,MO,6.8,118.7,4.69,0,0
2015,118,Subprime,600,605,64.9,1,5,1,4,0,0,2,9.0,49244,4103.67,Full-time Salaried,4,2,26245,48,15.8,741.11,4403,0.14,8983.48,Truck,Used,3,36792,31450,9828,0.834,0.914,0,0.181,0.412,0.181,42.79,0,1,2,0,23,1.033,Credit Union,Dealer,2.15,0,0,0,MD,5.3,109.3,8.0,1,1
